,E,I,M
7,1.0,0.0,0.0
8,0.9894736842105263,0.010526315789473684,0.0
9,0.9208333333333333,0.075,0.004166666666666667
10,0.5350553505535055,0.4077490774907749,0.05719557195571956
11,0.11258278145695365,0.7682119205298014,0.11920529801324503
12,0.011583011583011582,0.8725868725868726,0.11583011583011583
13,0.0,0.7962962962962963,0.2037037037037037
14,0.0,0.0,1.0
