,E,I,M
7,0.37914377220257756,0.0,0.0
8,0.14907119849998599,0.760116950066092,0.0
9,0.0,0.7774959806970065,0.0
10,0.0,0.41378575128805706,0.00036177183454766593
11,0.0,17.257900658398025,0.06783729944870882
12,0.0,0.0,0.24899799195977462
13,0.0,0.0,0.18257418583505536
14,0.0,0.0,0.09128709291752769
