,E,I1,I2,M
7,0.19737648288109966,0.0,0.0,0.0
8,0.053995884616844236,0.06850790708621403,0.016865480854231354,0.0
9,0.006453627877894652,0.11196625897424657,0.03255370371157932,0.0
10,0.0,0.04093232464702627,0.00627978749845723,0.019990382880973066
11,0.0,0.0,0.044305337860837526,0.05730576425878945
